cep,logradouro,complemento,bairro,cidade,estado,longitude,latitude
59607-582,Rua Francisco Everton de Souza,,Aeroporto,Mossoró,RN,,
59611-450,Rua Santa Maria,,Abolição,Mossoró,RN,,
59622-745,Rua Hortência,,Santo Antônio,Mossoró,RN,,
59157-290,Rua Severino Lopes da Silva,,Cajupiranga,Parnamirim,RN,,
59144-270,Rua Antônio Jacinto Pereira,,Nova Esperança,Parnamirim,RN,,
59296-310,Rua 11 de Outubro,,Novo Amarante,São Gonçalo do Amarante,RN,,
59146-245,Rua Darcy Vargas,,Monte Castelo,Parnamirim,RN,,
59291-586,Rua Pio XII,,Centro,São Gonçalo do Amarante,RN,,
59607-470,Rua Lígia Maria do Rego Costa,,Nova Betânia,Mossoró,RN,,
59155-216,Rua dos Limoeiros,,Jardim Planalto,Parnamirim,RN,,
59142-300,Rua Presidente Jânio Quadros,,Santa Tereza,Parnamirim,RN,,
59141-110,Rua Senador Duarte Filho,,Santos Reis,Parnamirim,RN,,
59631-539,Rua João Batista da Silva,,Planalto Treze de Maio,Mossoró,RN,,
22220-000,Rua do Catete,195,Catete,Rio de Janeiro,RJ,,
59141-010,Rua Cícero Fernandes Pimenta,,Santos Reis,Parnamirim,RN,,
59631-515,Rua Teófilo Saraiva,,Planalto Treze de Maio,Mossoró,RN,,
59293-138,Rua Maria de Lourdes de Oliveira,,Jardins,São Gonçalo do Amarante,RN,,
59293-570,Rua das Colombinas,,Jardins,São Gonçalo do Amarante,RN,,
59145-130,Rua Mandacaru,,Passagem de Areia,Parnamirim,RN,,
59604-446,Rua Souza Leão,,Belo Horizonte,Mossoró,RN,,
59293-360,Rua Irene Guedes da Silva,,Jardins,São Gonçalo do Amarante,RN,,
59626-280,Rua Cenira Targino,,Rincão,Mossoró,RN,,
59631-090,Rua Primeiro de Maio,,Alto de São Manoel,Mossoró,RN,,
59614-380,Rua Tonheca Dantas,,Abolição,Mossoró,RN,,
59150-135,Rua Sete Lagoas,,Nova Parnamirim,Parnamirim,RN,,
59291-577,Travessa Agnaldo Correia de Melo,,Centro,São Gonçalo do Amarante,RN,,
59295-811,Rua Santa Ana,,Golandim,São Gonçalo do Amarante,RN,,
59146-670,Rua Ricardo Bandeira de Melo,,Parque de Exposições,Parnamirim,RN,,
59628-394,Rua Sabino Maciel Júnior,,Presidente Costa e Silva,Mossoró,RN,,
59293-114,Avenida das Tulipas,,Jardins,São Gonçalo do Amarante,RN,,
59142-180,Rua Sebastiana Constância da Silva,,Santa Tereza,Parnamirim,RN,,
59152-720,Rua Serra Jatobá,,Nova Parnamirim,Parnamirim,RN,,
59151-000,Rua Praia do Futuro,,Nova Parnamirim,Parnamirim,RN,,
59615-190,Rua Joca Bruno,,Santa Delmira,Mossoró,RN,,
59621-334,Rua General Suzine,,Barrocas,Mossoró,RN,,
59154-260,Rua Parque das Laranjeiras,,Parque das Árvores,Parnamirim,RN,,
59297-807,Rua Lucy Figueira,,Santo Antônio do Potengi,São Gonçalo do Amarante,RN,,
59618-045,Rua Prudente de Morais,,Paredões,Mossoró,RN,,
59297-482,Rua Boanerges Mendes da Silva,,Santo Antônio do Potengi,São Gonçalo do Amarante,RN,,
59295-321,Rua São Jorge,,Olho D'agua,São Gonçalo do Amarante,RN,,
59156-230,Rua Caminho do Atlântico,,Cajupiranga,Parnamirim,RN,,
70658-611,SHCES Quadra 1601 Bloco A,,Cruzeiro Novo,Brasília,DF,,
59607-081,Rua Maria Alba de Oliveira,,Aeroporto,Mossoró,RN,,
59145-100,Rua Chile,,Passagem de Areia,Parnamirim,RN,,
59298-697,Rua Maria de Lourdes de França,,Regomoleiro,São Gonçalo do Amarante,RN,,
59620-370,Rua Ministro Tasso Dutra,,Redenção,Mossoró,RN,,
59151-907,Rua Algarobas s/n,,Nova Parnamirim,Parnamirim,RN,,
59142-738,Rua Nova Jeruzalém,,Bela Parnamirim,Parnamirim,RN,,
59152-290,Rua Passagem,,Nova Parnamirim,Parnamirim,RN,,
59291-598,Rua Tenente Manoel Cavalcante,,Centro,São Gonçalo do Amarante,RN,,
59150-783,Rua do Sossego,,Nova Parnamirim,Parnamirim,RN,,
48925-000,,,,Sobradinho,BA,,
59142-340,Rua Presidente Epitácio Pessoa,,Santa Tereza,Parnamirim,RN,,
59144-108,Rua Parque Pedra Branca,,Nova Esperança,Parnamirim,RN,,
59158-182,Rua Governador Mário Covas,,Parque das Nações,Parnamirim,RN,,
59628-315,Rua Presidente Kennedy,,Alto de São Manoel,Mossoró,RN,,
59152-480,Rua Ielmo Marinho,,Nova Parnamirim,Parnamirim,RN,,
59147-530,Rua da Saúma,,Vida Nova,Parnamirim,RN,,
59614-290,Rua Genésio Filgueira,,Abolição,Mossoró,RN,,
59625-410,Alameda das Carnaubeiras,,Presidente Costa e Silva,Mossoró,RN,,
59631-020,Rua Manoel Hemetério,,Ilha de Santa Luzia,Mossoró,RN,,
59150-790,Rua Cruzeta,,Nova Parnamirim,Parnamirim,RN,,
59142-507,Rua Mercúrio,,Bela Parnamirim,Parnamirim,RN,,
59151-470,Rua Praia de Pitangui,,Nova Parnamirim,Parnamirim,RN,,
59150-210,Rua dos Juritis,,Nova Parnamirim,Parnamirim,RN,,
59150-130,Rua João Pinheiro,,Nova Parnamirim,Parnamirim,RN,,
59626-710,Rua Jairo Costa Araújo,,Rincão,Mossoró,RN,,
59148-734,Rua Rio das Fortunas,,Emaús,Parnamirim,RN,,
59152-830,Rua João Alfredo,,Nova Parnamirim,Parnamirim,RN,,
59625-616,Rua Ieda Rodrigues Rocha,,Presidente Costa e Silva,Mossoró,RN,,
59293-693,Rua Margarida Brandão,,Jardins,São Gonçalo do Amarante,RN,,
59146-585,Rua Jade,,Parque de Exposições,Parnamirim,RN,,
59291-168,Rua Santo Expedito,,Santa Terezinha,São Gonçalo do Amarante,RN,,
59625-573,Rua José Firmino Sobrinho,,Presidente Costa e Silva,Mossoró,RN,,
59607-105,Rua Fausto Martins do Nascimento,,Aeroporto,Mossoró,RN,,
59612-700,Rua Antônio Amaral,,Abolição,Mossoró,RN,,
59145-815,Travessa Men de Sá,,Passagem de Areia,Parnamirim,RN,,
59628-823,Rua Francisco Pereira de Azevedo,,Dom Jaime Câmara,Mossoró,RN,,
59620-686,Rua Lianeide Alves da Costa,,Redenção,Mossoró,RN,,
59625-520,Rua Bezerra,,Pintos,Mossoró,RN,,
59152-175,Rua Açaí,,Nova Parnamirim,Parnamirim,RN,,
59150-644,Rua Cícero Câmara Bezerra,,Nova Parnamirim,Parnamirim,RN,,
59151-288,Rua Estudante Valdir,,Nova Parnamirim,Parnamirim,RN,,
59297-699,Rua Luiz Carlos Vasconcelos de Morais,,Santo Antônio do Potengi,São Gonçalo do Amarante,RN,,
59157-346,Rua Teodomiro Barbosa da Silva,,Cajupiranga,Parnamirim,RN,,
59604-330,Rua José Romildo da Silveira,,Lagoa do Mato,Mossoró,RN,,
59161-473,Rua Djalma Marinho,,Pirangi do Norte (Distrito Litoral),Parnamirim,RN,,
59295-871,Rua Parque do Jiqui,,Golandim,São Gonçalo do Amarante,RN,,
59625-020,Rua Dona Milu,,Ilha de Santa Luzia,Mossoró,RN,,
59156-410,Avenida Piloto Pereira Tim,,Cajupiranga,Parnamirim,RN,,
59145-650,Rua Senador Duarte Filho,,Passagem de Areia,Parnamirim,RN,,
59144-680,Rua Granadinas,,Nova Esperança,Parnamirim,RN,,
59619-760,Rua Luiz Fausto,,Santo Antônio,Mossoró,RN,,
59146-340,Rua José Pinto,,Monte Castelo,Parnamirim,RN,,
59144-326,Rua João Pedro de Costa,,Nova Esperança,Parnamirim,RN,,
59626-690,Rua Raimundo Nonato Fernandes,,Rincão,Mossoró,RN,,
59618-220,Rua Crokatt de Sá,,Paredões,Mossoró,RN,,
59293-492,Rua das Azaléias,,Jardins,São Gonçalo do Amarante,RN,,
59612-202,Rua Aproniano Martins de Oliveira,,Nova Betânia,Mossoró,RN,,
59632-215,Rua Zeus,,Alto do Sumaré,Mossoró,RN,,
59604-160,Rua João Faustino de Morais,,Lagoa do Mato,Mossoró,RN,,
59150-832,Rua Ângela Maria,,Nova Parnamirim,Parnamirim,RN,,
59631-525,Rua Vera Lúcia Lopes de Medeiros,,Planalto Treze de Maio,Mossoró,RN,,
59621-235,Rua Manoel Francisco da Silva,,Santo Antônio,Mossoró,RN,,
59157-265,Rua Rosilda Rodrigues do Nascimento,,Cajupiranga,Parnamirim,RN,,
59293-867,Rua José Bento de Oliveira Neto,,Jardins,São Gonçalo do Amarante,RN,,
59150-030,Rua Vitória da Conquista,,Nova Parnamirim,Parnamirim,RN,,
59144-283,Rua José Francisco da SIlva,,Nova Esperança,Parnamirim,RN,,
59605-330,Rua Professor Manoel João,,Boa Vista,Mossoró,RN,,
59621-190,Rua Cecília Amélia Lima,,Santo Antônio,Mossoró,RN,,
59143-295,Rua Pedro Nascimento,,Vale do Sol,Parnamirim,RN,,
59298-039,Rua Severina Cardoso da Silva,,Santo Antônio do Potengi,São Gonçalo do Amarante,RN,,
59144-166,Rua Parque Jurupara,,Nova Esperança,Parnamirim,RN,,
56000-000,,,,Salgueiro,PE,,
59625-240,Rua Delfino Leite,,Alto de São Manoel,Mossoró,RN,,
59158-906,Rua Japão 15,,Parque das Nações,Parnamirim,RN,,
59625-740,Rua Raimundo Rebouças Sobrinho,,Ilha de Santa Luzia,Mossoró,RN,,
59296-355,Travessa Padre Reginaldo Manzotti,,Novo Amarante,São Gonçalo do Amarante,RN,,
59621-670,Rua Edinor Lima de Moura,,Santo Antônio,Mossoró,RN,,
59296-427,Rua Padre João Maria,,Novo Amarante,São Gonçalo do Amarante,RN,,
59600-130,Praça Independência,,Centro,Mossoró,RN,,
59123-612,Travessa da Integração,,Pajuçara,Natal,RN,,
59155-175,Rua Império Serrano,,Jardim Planalto,Parnamirim,RN,,
59619-120,Rua Antônio Firmo,,Abolição,Mossoró,RN,,
59625-101,Rua Alderi Pereira Régis,,Alto de São Manoel,Mossoró,RN,,
59156-212,Rua Caminho das Ondas,,Cajupiranga,Parnamirim,RN,,
69093-770,Avenida Max Teixeira,2999,Colônia Santo Antônio,Manaus,AM,,
59626-090,Rua Iatamita Falcão,,Rincão,Mossoró,RN,,
59640-576,Rua Adalgisa Freire de Vasconcelos,,Santa Júlia,Mossoró,RN,,
59296-409,Travessa Raimundo Mendes,,Novo Amarante,São Gonçalo do Amarante,RN,,
59607-520,Rua Chico Teófilo,,Aeroporto,Mossoró,RN,,
59621-332,Rua Francisca Marques de Souza,,Barrocas,Mossoró,RN,,
59609-020,Rodovia BR-405,,Dix-Sept Rosado,Mossoró,RN,,
59299-974,Praça dos Mártires s/n,,Uruaçu,Uruaçu (São Gonçalo do Amarante),RN,,
59141-180,Rua Capitão Bastos,,Santos Reis,Parnamirim,RN,,
59632-060,Rua Otaviano Fernandes da Costa,,Alto do Sumaré,Mossoró,RN,,
59140-470,Rua Vinte e Quatro de Agosto,,Boa Esperança,Parnamirim,RN,,
59141-770,Rua Pernambuco,,Rosa dos Ventos,Parnamirim,RN,,
59293-894,Rua Inês Augusta de Lima Neta,,Jardins,São Gonçalo do Amarante,RN,,
59144-150,Rua Parque Tucumã,,Nova Esperança,Parnamirim,RN,,
59146-366,Rua Tucunaré,,Monte Castelo,Parnamirim,RN,,
59147-820,Rua Sebastião Correia de Melo,,Vida Nova,Parnamirim,RN,,
59625-614,Rua Bernardino Martins Veras,,Presidente Costa e Silva,Mossoró,RN,,
59628-644,Rua Rosa Prata,,Dom Jaime Câmara,Mossoró,RN,,
59293-591,Rua dos Gerânios,,Jardins,São Gonçalo do Amarante,RN,,
59600-550,Rua Vicente Martins,,Belo Horizonte,Mossoró,RN,,
59140-110,Rua Sargento Menezes,,Centro,Parnamirim,RN,,
01207-000,Rua Santa Ifigênia,,Santa Efigênia,São Paulo,SP,,
59149-370,Rua Aeroporto de Araguaia,,Emaús,Parnamirim,RN,,
59148-710,Rua Rio Claro,,Emaús,Parnamirim,RN,,
59614-230,Rua Seize Rosado,,Abolição,Mossoró,RN,,
59151-840,Rua da Algaroba,,Nova Parnamirim,Parnamirim,RN,,
59604-340,Rua Genaro Fernandes Félix,,Lagoa do Mato,Mossoró,RN,,
59628-540,Rua Coronel Joaquim Tavares,,Dom Jaime Câmara,Mossoró,RN,,
59607-410,Rua Jornalista Jorge Freire,1,Nova Betânia,Mossoró,RN,,
59140-380,Rua Primeiro de Maio,,Boa Esperança,Parnamirim,RN,,
59298-682,Rua Areia Branca,,Regomoleiro,São Gonçalo do Amarante,RN,,
59604-100,Rua Delfino Freire,,Lagoa do Mato,Mossoró,RN,,
55750-000,,,,Surubim,PE,,
59600-971,Praça Rafael Fernandes 8,,Centro,Mossoró,RN,,
59298-081,Rua Luzenildo Bezerra da Silva,,Santo Antônio do Potengi,São Gonçalo do Amarante,RN,,
23092-080,Estrada João Melo,,Campo Grande,Rio de Janeiro,RJ,,
59144-775,Rua Santa Diana,,Nova Esperança,Parnamirim,RN,,
59158-825,Rua Andrômeda,,Parque das Nações,Parnamirim,RN,,
59147-618,Rua África do Sul,,Vida Nova,Parnamirim,RN,,
59140-400,Avenida Doutor Luís Antônio,,Boa Esperança,Parnamirim,RN,,
59616-450,Rua Kléber Barros,,Santa Delmira,Mossoró,RN,,
59604-432,Rua Francisco Lobato,,Belo Horizonte,Mossoró,RN,,
59615-010,Rua Nossa Senhora de Guadalupe,,Santa Delmira,Mossoró,RN,,
59140-105,Rua Sargento Amor Divino,,Centro,Parnamirim,RN,,
59612-621,Rua Walter Soares da Silva,,Abolição,Mossoró,RN,,
59157-200,Rua Vitória Maria da Conceição,,Cajupiranga,Parnamirim,RN,,
62960-000,,,,Tabuleiro do Norte,CE,,
59614-407,Rua Antonio Lopes da Costa,,Monsenhor Américo,Mossoró,RN,,
15385-000,,,,Ilha Solteira,SP,,
59612-203,Rua Engenheiro Fábio Araújo,,Abolição,Mossoró,RN,,
59155-110,Rua Estação Primeira da Mangueira,,Jardim Planalto,Parnamirim,RN,,
59633-180,Rua Manuelito Pereira,,Planalto Treze de Maio,Mossoró,RN,,
59296-497,Rua Nova Iorque,,Amarante,São Gonçalo do Amarante,RN,,
59620-540,Rua Sauipe,,Redenção,Mossoró,RN,,
59730-970,Rua Etelvino Sales 191,,Centro,Olho-D'Água do Borges,RN,,
59607-425,Rua Camilo Paula,,Nova Betânia,Mossoró,RN,,
59607-710,Rua Pedro Salvador,,Nova Betânia,Mossoró,RN,,
59612-240,Rua Nidinha Paula,,Abolição,Mossoró,RN,,
59150-460,Rua Arnaldo Barbalho Simonette,,Nova Parnamirim,Parnamirim,RN,,
59145-085,Travessa Argentina,,Passagem de Areia,Parnamirim,RN,,
59633-853,Travessa Paulo Cavalcante de Moura,,Alto do Sumaré,Mossoró,RN,,
59156-790,Rua Campos Novos,,Cajupiranga,Parnamirim,RN,,
59144-128,Rua Parque Jucupiranga,,Nova Esperança,Parnamirim,RN,,
59607-700,Praça Pedro Leopoldo,,Aeroporto,Mossoró,RN,,
59615-590,Rua Francisco das Chagas do Carmo,,Santa Delmira,Mossoró,RN,,
59614-450,Rua Coronel Solon Andrade,,Abolição,Mossoró,RN,,
59152-546,Rua Lagoa de Pedras,,Nova Parnamirim,Parnamirim,RN,,
58059-756,Rua Doméstica Maria Luiza Pereira de Souza,,Mangabeira,João Pessoa,PB,,
59140-210,Praça João Paulo II,,Centro,Parnamirim,RN,,
59155-420,Rua Cosme Alves Magalhães,,Jardim Planalto,Parnamirim,RN,,
59296-470,Rua Chelita,,Amarante,São Gonçalo do Amarante,RN,,
97220-000,,,,Faxinal do Soturno,RS,,
59156-218,Rua Caminho da Vida,,Cajupiranga,Parnamirim,RN,,
59619-217,Travessa Ferreira Néo,,Abolição,Mossoró,RN,,
59152-405,Rua Turmalina,,Nova Parnamirim,Parnamirim,RN,,
59152-005,Rua da Castanheira,,Nova Parnamirim,Parnamirim,RN,,
59297-468,Rua Engenheiro Luciano Barros,,Santo Antônio do Potengi,São Gonçalo do Amarante,RN,,
59144-753,Rua Santa Carolina,,Nova Esperança,Parnamirim,RN,,
59141-410,Rua Felisbela Wanderley da Silva,,Rosa dos Ventos,Parnamirim,RN,,
59141-465,Rua Málaga,,Rosa dos Ventos,Parnamirim,RN,,
59150-623,Rua dos Laranjais,,Nova Parnamirim,Parnamirim,RN,,
59161-013,Rua Cidinha Aranha,,Cotovelo (Distrito Litoral),Parnamirim,RN,,
59155-230,Rua Heleno Noberto Costa,,Jardim Planalto,Parnamirim,RN,,
24435-410,Travessa das Flores,,Mangueira,São Gonçalo,RJ,,
59607-822,Rua Maria Fernandes Mulata,,Aeroporto,Mossoró,RN,,
59614-320,Rua Neves da Fontoura,,Abolição,Mossoró,RN,,
59293-588,Rua das Boas Noites,,Jardins,São Gonçalo do Amarante,RN,,
59148-556,Rua São Conrado,,Emaús,Parnamirim,RN,,
04849-328,Rua Pantanal,,Chácara Gaivotas,São Paulo,SP,,
59627-566,Rua Renê Dantas,,Presidente Costa e Silva,Mossoró,RN,,
59157-180,Rua Raimundo Leão Júnior,,Cajupiranga,Parnamirim,RN,,
59144-758,Rua Santa Catarina,,Nova Esperança,Parnamirim,RN,,
59614-535,Rua Antonio Victor de Melo,,Abolição,Mossoró,RN,,
59157-396,Rua Desportista Ilson Peres de Farias,,Cajupiranga,Parnamirim,RN,,
59153-903,Alameda dos Bosques 880,,Parque do Jiqui,Parnamirim,RN,,
59153-600,Rua Francisco Quirino,,Parque do Jiqui,Parnamirim,RN,,
59152-718,Rua Serra Jandira,,Nova Parnamirim,Parnamirim,RN,,
59296-584,Travessa do Largo do Criciúma,,Amarante,São Gonçalo do Amarante,RN,,
55900-000,,,,Goiana,PE,,
59293-873,Rua Marcelo Martins,,Jardins,São Gonçalo do Amarante,RN,,
59600-210,Rua Tiradentes,,Centro,Mossoró,RN,,
59293-402,Avenida Flores do Campo,,Jardins,São Gonçalo do Amarante,RN,,
59640-405,Rua Ipiranga Futebol Clube,,Santa Júlia,Mossoró,RN,,
59144-575,Rua Jamaica,,Nova Esperança,Parnamirim,RN,,
59151-500,Rua José Porfino,,Nova Parnamirim,Parnamirim,RN,,
59142-200,Rua Bela Vista,,Santa Tereza,Parnamirim,RN,,
59615-695,Rua Severino Isídio Alves,,Santa Delmira,Mossoró,RN,,
59295-483,Rua Santa Joana Darc,,Olho D'agua,São Gonçalo do Amarante,RN,,
59626-480,Rua Doutor Paulo Gutemberg de Noronha Costa,,Rincão,Mossoró,RN,,
59612-160,Rua Monsenhor Júlio Bezerra,,Abolição,Mossoró,RN,,
59144-640,Rua Cícero Manoel de Medeiros,,Nova Esperança,Parnamirim,RN,,
59625-180,Rua Genésio Silveira,,Alto de São Manoel,Mossoró,RN,,
65606-060,Praça Magalhães de Almeida,,Centro,Caxias,MA,,
59148-558,Rua Santa Efigênia,,Emaús,Parnamirim,RN,,
59607-158,Rua José Nilson Fernandes,,Aeroporto,Mossoró,RN,,
59628-836,Rua Walter Sá Leitão,,Dom Jaime Câmara,Mossoró,RN,,
59294-465,Rua José Inácio Fernandes,,Jardins,São Gonçalo do Amarante,RN,,
59620-570,Rua do Engenheiro,,Redenção,Mossoró,RN,,
59299-990,"Rua Principal, s/n - Povoado Uruaçu - São Gonçalo do Amarante/RN",,,São Gonçalo do Amarante,RN,,
59633-840,Rua Manoel Amâncio Rebouças Neto,,Alto do Sumaré,Mossoró,RN,,
59631-500,Rua Chico Pereira,,Planalto Treze de Maio,Mossoró,RN,,
59150-400,Rua Canguaretama,,Nova Parnamirim,Parnamirim,RN,,
59330-972,Rua Principal s/n,,Povoado Barra de Santana,Jucurutu,RN,,
59296-162,Rua Santa Maria Cleophas,,Golandim,São Gonçalo do Amarante,RN,,
59619-030,Rua Tavares de Lira,,Santo Antônio,Mossoró,RN,,
59291-652,Rua Gonçalo Pinheiro,,Centro,São Gonçalo do Amarante,RN,,
59296-012,Rua Coronel Estevam,,Golandim,São Gonçalo do Amarante,RN,,
59633-654,Rua Fortaleza,,Alto do Sumaré,Mossoró,RN,,
59619-010,Rua Afonso Pena,,Santo Antônio,Mossoró,RN,,
59145-440,Rua Venezuela,,Passagem de Areia,Parnamirim,RN,,
59631-481,Rua Antônio José de Melo,,Planalto Treze de Maio,Mossoró,RN,,
59621-126,Rua João Filgueira de Souza,,Barrocas,Mossoró,RN,,
59293-432,Rua dos Girassóis,,Jardins,São Gonçalo do Amarante,RN,,
59612-400,Largo da Abolição,,Abolição,Mossoró,RN,,
61936-100,Rua 110,,Timbó,Maracanaú,CE,,
59142-230,Rua Presidente Delfim Moreira,,Santa Tereza,Parnamirim,RN,,
59143-255,Rua Albertina Oliveira,,Vale do Sol,Parnamirim,RN,,
59611-110,Rua Severino Ramos Vieira,,Santo Antônio,Mossoró,RN,,
59880-000,,,,João Dias,RN,,
59155-400,Rua Monsenhor,,Jardim Planalto,Parnamirim,RN,,
27998-000,,,,Carapebus,RJ,,
62920-000,,,,Quixeré,CE,,
59621-050,Rua Orlando Dantas,,Barrocas,Mossoró,RN,,
59612-480,Rua Desembargador José Vieira,,Abolição,Mossoró,RN,,
59156-355,Rua Caminho de Pipa,,Cajupiranga,Parnamirim,RN,,
59140-033,Rua das Hortências,,Centro,Parnamirim,RN,,
59631-364,Rua João Antônio de Maria Sobrinho,,Planalto Treze de Maio,Mossoró,RN,,
59621-240,Rua Tabelião Aoem Menescal,,Barrocas,Mossoró,RN,,
59604-347,Travessa José Jerônimo de Medeiros,,Lagoa do Mato,Mossoró,RN,,
59145-280,Rua Luiz Gomes,,Passagem de Areia,Parnamirim,RN,,
59615-370,Rua Jeremias Lizário de Moura,,Santa Delmira,Mossoró,RN,,
59291-646,Rua Vereador Manoel Soares,,Centro,São Gonçalo do Amarante,RN,,
59293-444,Avenida Vitória Régia,,Jardins,São Gonçalo do Amarante,RN,,
59293-324,Rua José Tomaz de Lima,,Jardins,São Gonçalo do Amarante,RN,,
59600-170,Rua Santos Dumont,,Centro,Mossoró,RN,,
59607-540,Rua Alexandre Gomes,,Aeroporto,Mossoró,RN,,
59632-119,Rua Apolônia Justa Mendes,,Alto do Sumaré,Mossoró,RN,,
59619-720,Rua Humberto Mendes,,Abolição,Mossoró,RN,,
59612-360,Rua José Rocha,,Abolição,Mossoró,RN,,
59142-790,Rua da Paz,,Bela Parnamirim,Parnamirim,RN,,
59144-600,Rua Nicarágua,,Nova Esperança,Parnamirim,RN,,
59607-315,Rua Sebastião Benígno de Moura,,Aeroporto,Mossoró,RN,,
59144-343,Rua Luís Bento da Silva,,Nova Esperança,Parnamirim,RN,,
59628-607,Rua José Frederico da Costa,,Dom Jaime Câmara,Mossoró,RN,,
59633-690,Rua João Neponuceno de Moura,,Alto do Sumaré,Mossoró,RN,,
59616-675,Rua Luzia Falcão,,Santa Delmira,Mossoró,RN,,
59607-830,Rua Antônio Packeti da Silva,,Aeroporto,Mossoró,RN,,
59607-226,Rua Francisco Leandro de Lima,,Aeroporto,Mossoró,RN,,
59155-371,Travessa Cajupiranga I,,Jardim Planalto,Parnamirim,RN,,
59147-100,Rua Nova América,,Vida Nova,Parnamirim,RN,,
59612-720,Rua José Medeiros de Oliveira,,Abolição,Mossoró,RN,,
59298-108,Rua Antônio Rodrigues da Silva,,Santo Antônio do Potengi,São Gonçalo do Amarante,RN,,
59150-200,Rua Padre Zezinho,,Nova Parnamirim,Parnamirim,RN,,
58915-000,,,,Uiraúna,PB,,
59633-835,Rua Sebastião Cândido de França,,Alto do Sumaré,Mossoró,RN,,
59633-050,Rua Avelino Cunha,,Alto de São Manoel,Mossoró,RN,,
59143-120,Rua Maria de Jesus França,,Vale do Sol,Parnamirim,RN,,
59297-494,Rua Poeta Francisco Palma,,Santo Antônio do Potengi,São Gonçalo do Amarante,RN,,
59605-275,Rua Antônio Costa Filho,,Doze Anos,Mossoró,RN,,
59631-440,Rua Mestre Alpiniano,,Alto de São Manoel,Mossoró,RN,,
59615-140,Rua Santo Antônio,,Santa Delmira,Mossoró,RN,,
59600-325,Rua Margarida Carvalho Costa Fernandes,,Alto da Conceição,Mossoró,RN,,
59140-290,Rua Edgar Dantas,,Centro,Parnamirim,RN,,
59152-200,Rua Severino Tavares de Farias,,Nova Parnamirim,Parnamirim,RN,,
59151-370,Rua Silvino José dos Santos,,Nova Parnamirim,Parnamirim,RN,,
58292-000,,,,Mataraca,PB,,
59291-117,Rua Maurício Fernandes,,Santa Terezinha,São Gonçalo do Amarante,RN,,
59621-040,Rua Juvenal Lamartine,,Barrocas,Mossoró,RN,,
59618-630,Rua Antônio Soares do Couto,,Bom Jardim,Mossoró,RN,,
59295-838,Rua Elias de Barros,,Golandim,São Gonçalo do Amarante,RN,,
59151-913,Avenida Abel Cabral 577,,Nova Parnamirim,Parnamirim,RN,,
59625-140,Rua Teódulo Câmara,,Alto de São Manoel,Mossoró,RN,,
59628-515,Rua Alcides Clementino da Fonseca,,Dom Jaime Câmara,Mossoró,RN,,
59632-300,Rua Maria Linhares Nogueira,,Alto do Sumaré,Mossoró,RN,,
59149-402,Rua Aeroporto Santos Dumont,,Emaús,Parnamirim,RN,,
59619-140,Rua José Damião,,Abolição,Mossoró,RN,,
59140-550,Rua Águas de Prata,,Boa Esperança,Parnamirim,RN,,
59607-231,Rua José Targino Dantas,,Aeroporto,Mossoró,RN,,
59635-030,Rua Josefa Xavier de Medeiros,,Bom Jesus,Mossoró,RN,,
59626-530,Rua Francisco Pedro de Souza,,Rincão,Mossoró,RN,,
59631-430,Rua Vicente Albuquerque,,Alto de São Manoel,Mossoró,RN,,
59296-072,Travessa Dinarte Mariz,,Golandim,São Gonçalo do Amarante,RN,,
59299-800,,,,Uruaçu (São Gonçalo do Amarante),RN,,
59156-214,Rua Caminho dos Búzios,,Cajupiranga,Parnamirim,RN,,
59153-210,Rua Berenice,,Parque do Jiqui,Parnamirim,RN,,
59296-093,Rua Sapucaí,,Golandim,São Gonçalo do Amarante,RN,,
59156-830,Rua Campo dos Pássaros,,Cajupiranga,Parnamirim,RN,,
59631-470,Rua Francimar Bezerra da Silva,,Planalto Treze de Maio,Mossoró,RN,,
59619-210,Rua Professor Tita,,Abolição,Mossoró,RN,,
59143-140,Rua Eugênia P. de Oliveira,,Vale do Sol,Parnamirim,RN,,
59141-055,Rua Rondônia,,Santos Reis,Parnamirim,RN,,
87020-015,Avenida João Paulino Vieira Filho,,Zona 01,Maringá,PR,,
59152-500,Rua Upanema,,Nova Parnamirim,Parnamirim,RN,,
59612-530,Rua José Irinaldo,,Abolição,Mossoró,RN,,
59621-540,Rua José Leão,,Santo Antônio,Mossoró,RN,,
59600-180,Rua Alfredo Fernandes,,Centro,Mossoró,RN,,
59157-203,Rua Antônio Rodrigues Machado Neto,,Cajupiranga,Parnamirim,RN,,
59145-565,Rua Miguel Francisco Costa,,Passagem de Areia,Parnamirim,RN,,
59607-270,Rua Carmita Galvão,,Aeroporto,Mossoró,RN,,
59626-560,Rua Nelson Oliveira,,Rincão,Mossoró,RN,,
57036-830,Rua Olavo Macêdo Ribeiro,,Jatiúca,Maceió,AL,,
59155-685,Rua Princesa Isabel,,Liberdade,Parnamirim,RN,,
59156-795,Rua Campo do Brilho,,Cajupiranga,Parnamirim,RN,,
59295-327,Avenida São Vicente de Paula,,Olho D'agua,São Gonçalo do Amarante,RN,,
59155-380,Rua Amor Perfeito,,Jardim Planalto,Parnamirim,RN,,
59613-660,Rua Lupicínio Fernandes de Queiroz,,Monsenhor Américo,Mossoró,RN,,
59607-440,Rua Neco Rodrigues,,Aeroporto,Mossoró,RN,,
59607-400,Rua Cícero Rodrigues Gabriel,,Aeroporto,Mossoró,RN,,
59616-071,Rua Gilcimara Raquel Ferreira Pereira,,Santa Delmira,Mossoró,RN,,
