cep,udh
59056-450,1240810200041
59054-650,1240810200018
59073-121,1240810200048
59056-100,1240810200020
59619-290,
59110-440,1240810200053
59082-030,1240810200013
59123-030,1240810200008
59060-230,1240810200046
59148-485,1240325100012
59645-162,
59054-740,1240810200020
59012-110,1240810200033
59066-020,1240810200022
59135-620,1240810200059
59141-175,1240325100031
59069-010,1240810200017
59138-670,1240810200059
59074-050,1240810200049
59062-090,1240810200049
59115-630,1240810200056
59151-180,1240325100021
59132-420,1240810200059
59625-240,
59084-400,1240810200016
59068-740,1240810200019
59032-440,1240810200031
59297-460,1241200500001
59060-375,1240810200041
59145-480,1240325100025
59140-840,1240325100009
59619-500,
59022-260,1240810200032
59600-610,
59146-055,1240325100025
59037-120,1240810200045
59530-000,
59062-320,1240810200037
59110-010,1240810200053
59078-090,1240810200013
59069-340,1240810200017
59056-180,1240810200020
59072-675,1240810200048
59621-438,
59607-083,
59032-500,1240810200031
59122-220,1240810200007
59106-020,
59115-000,1240810200055
59152-250,1240325100008
59115-220,1240810200055
59030-090,1240810200035
59012-430,1240810200033
59074-630,1240810200048
59020-600,1240810200033
59022-157,
59122-000,1240810200058
59528-000,
59140-500,1240325100004
59080-360,1240810200019
59030-320,1240810200032
59065-780,1240810200021
59067-270,1240810200019
59129-314,1240810200006
59032-075,1240810200020
59015-390,1240810200001
59139-270,1240810200059
59056-150,1240810200020
59022-500,1240810200032
59063-280,1240810200020
59135-480,1240810200059
59628-782,
79935-000,
59140-280,1240325100007
59149-350,1240325100014
59056-510,1240810200020
59070-420,1240810200041
59062-440,1240810200022
59614-700,
59056-600,1240810200020
59074-825,1240810200048
59040-248,1240810200004
59094-010,1240810200013
59142-060,1240325100029
59141-795,1240325100029
59592-000,
59070-460,1240810200041
59144-100,1240325100020
59110-090,1240810200053
59080-350,1240810200019
59607-560,
59633-735,
59115-695,1240810200005
59060-096,1240810200046
59129-370,1240810200053
59110-060,1240810200053
59075-770,1240810200020
59633-250,
59074-564,1240810200049
59129-270,1240810200053
59114-079,1240810200005
59140-730,1240325100009
59144-220,1240325100020
59144-200,1240325100020
59605-060,
59856-000,
59133-305,1240810200059
59127-320,1240810200053
59060-305,1240810200041
59625-195,
59631-142,
59141-825,1240325100029
59100-100,
59296-832,1241200500020
59141-330,1240325100029
59032-070,1240810200031
59612-015,
59293-288,1241200500017
59619-160,
59141-120,1240325100025
59615-000,
59785-000,
59014-220,1240810200002
59617-325,
59144-565,1240325100020
59020-095,1240810200001
59022-380,1240810200031
59082-160,1240810200013
59015-110,1240810200001
59155-140,1240325100015
59073-263,1240810200042
59631-190,
59070-500,1240810200041
59144-350,1240325100020
59114-236,1240810200005
59052-205,1240810200041
59628-633,
59086-600,1240810200019
59072-460,1240810200049
59066-140,1240810200022
59633-000,
59151-390,1240325100021
59618-030,
59295-105,1241200500001
59071-300,1240810200041
59030-420,1240810200032
59604-250,
59633-630,
59068-720,1240810200019
59625-040,
59217-000,
59066-460,1240810200022
59612-390,
59618-770,
59628-844,
59609-002,
59054-735,1240810200020
59625-300,
59114-770,1240810200055
59127-050,1240810200053
59140-560,1240325100004
59080-540,1240810200019
59114-083,1240810200056
59064-410,1240810200022
59140-125,1240325100007
59020-400,1240810200001
59129-460,1240810200059
59612-630,
59138-280,1240810200059
59115-668,1240810200005
59020-025,1240810200033
59010-580,1240810200030
59020-200,1240810200001
59152-070,1240325100008
59151-662,
59147-070,1240325100017
59115-900,1240810200005
59040-150,1240810200035
59074-126,1240810200049
59115-575,1240810200005
59145-274,1240325100025
59127-000,1240810200053
59070-700,1240810200038
59015-240,1240810200001
59605-280,
59149-320,1240325100014
59133-304,1240810200059
59820-000,
59152-000,
59114-100,1240810200056
59139-090,1240810200059
59090-000,1240810200013
59020-380,1240810200032
59092-000,
59156-050,1240325100018
59070-150,1240810200041
59071-260,1240810200041
59068-240,1240810200017
59151-916,1240325100021
59600-185,
59604-438,
59149-220,1240325100024
59621-400,
59120-260,1240810200053
59140-700,1240325100032
59022-340,1240810200031
59086-379,1240810200019
59120-510,1240810200053
59620-410,
59161-900,1240325100027
59625-060,
59022-405,1240810200032
59603-130,
59066-830,1240810200022
59614-190,
59073-228,1240810200048
59068-200,1240810200019
59139-020,1240810200059
59106-146,1240810200055
59010-450,1240810200033
59152-510,1240325100021
59064-650,1240810200021
59619-600,
59607-060,
59633-200,
59052-000,1240810200046
59110-190,1240810200053
59151-433,1240325100008
59065-370,1240810200021
59127-110,1240810200053
59293-498,1241200500017
59074-140,1240810200049
59108-050,1240810200053
59056-490,1240810200020
59148-280,1240325100012
59015-520,1240810200001
59621-640,
59156-840,1240325100005
59145-090,1240325100025
59071-430,1240810200041
59142-250,1240325100030
59298-057,1241200500001
59074-090,1240810200049
59149-500,1240325100033
59063-050,1240810200022
59607-250,
59035-000,1240810200031
59069-200,1240810200017
59631-100,
59615-050,
59124-060,1240810200053
59131-420,1240810200059
59123-400,1240810200008
59104-305,1240810200053
59628-170,
59040-970,
59605-130,
59615-280,
59150-305,1240325100021
59140-355,1240325100004
59633-150,
59072-370,1240810200049
59604-360,
59757-000,
59138-000,1240810200004
59133-420,1240810200004
59616-420,
59010-130,1240810200030
59131-001,1240810200004
59062-011,1240810200046
59122-300,1240810200058
59010-400,1240810200030
59074-310,1240810200049
59156-768,1240325100005
59060-400,1240810200041
59149-190,1240325100024
59605-310,
59291-682,1241200500001
59108-220,1240810200053
59050-056,1240810200046
58820-000,
59054-680,1240810200018
59633-765,
59631-220,
59600-490,
59138-240,1240810200059
59037-700,1240810200031
59517-000,
59135-560,1240810200059
59149-353,1240325100014
59054-180,1240810200041
59073-202,1240810200042
59072-490,1240810200049
59104-270,1240810200056
59127-013,1240810200053
59072-838,1240810200041
59143-410,1240325100020
59151-901,1240325100021
59010-590,1240810200030
59141-150,1240325100031
59042-035,1240810200045
59068-060,1240810200019
59297-612,1241200500001
59014-650,1240810200002
59127-430,1240810200053
59092-517,
59151-590,1240325100021
59066-285,1240810200019
59139-572,1240810200004
59138-530,1240810200059
59610-050,
59074-025,1240810200049
59072-510,1240810200049
59628-650,
59114-400,1240810200055
86708-240,
59012-570,1240810200030
59062-390,1240810200037
59120-403,
59080-090,1240810200013
59056-410,1240810200020
59056-210,1240810200020
59621-371,
59054-605,1240810200020
59600-410,
59067-250,
59062-300,1240810200041
59042-120,1240810200045
59114-710,1240810200055
59052-360,1240810200041
59074-070,1240810200049
59022-520,1240810200032
59603-380,
59600-012,
59146-200,1240325100019
59148-420,1240325100012
59605-040,
59133-350,1240810200059
59142-662,1240710400010
59154-280,1240325100022
59035-050,1240810200045
59136-310,1240810200004
59123-465,1240810200008
59064-730,1240810200021
59122-435,1240810200058
59129-290,1240810200053
59082-520,
59009-230,
59129-780,1240810200059
59131-240,1240810200059
59030-120,1240810200035
59104-140,1240810200053
59070-100,1240810200041
59149-380,1240325100028
59014-110,1240810200003
59611-240,
59146-260,1240325100019
59070-105,1240810200041
59082-210,1240810200013
59143-405,1240325100020
59149-366,1240325100014
59082-290,1240810200013
59010-620,1240810200030
59136-200,1240810200004
59073-840,
59076-670,1240810200020
59619-240,
59069-050,1240810200013
59120-620,1240810200053
59092-030,1240810200013
59060-025,1240810200046
59072-670,1240810200048
59072-885,1240810200041
59133-080,1240810200059
59073-000,1240810200042
59084-090,1240810200016
59063-150,1240810200020
59088-310,1240810200016
59073-126,1240810200042
59114-142,1240810200005
59106-105,1240810200056
59127-700,1240810200053
59149-260,1240325100014
59071-100,1240810200041
59086-510,1240810200016
59131-080,1240810200059
59144-340,1240325100020
59161-760,1240325100026
59075-130,1240810200020
59123-690,1240810200008
59151-290,1240325100021
59064-120,1240810200022
59138-621,1240810200004
59136-245,1240810200004
59091-140,1240810200016
59125-106,1240810200053
59040-226,1240810200035
59106-080,1240810200056
59145-450,1240325100025
59142-030,1240325100029
59054-350,1240810200020
59082-080,1240810200013
59600-440,
59159-460,1240325100028
59062-270,1240810200020
59626-646,
59082-140,1240810200013
59631-485,
59168-860,
59090-200,1240810200013
59114-256,1240810200005
59147-395,1240710400010
59088-240,1240810200016
59125-190,1240810200053
59056-000,1240810200020
59010-690,1240810200030
59138-010,1240810200059
59054-750,1240810200020
59094-320,1240810200013
59114-350,1240810200055
59054-370,1240810200041
59633-700,
59020-930,
45570-000,
59135-160,1240810200059
59062-250,1240810200046
59056-290,1240810200020
59148-680,1240325100012
59152-160,1240325100008
59149-280,1240325100012
59072-813,1240810200041
59054-210,1240810200041
59607-680,
59157-210,1240325100005
59145-350,1240325100025
88502-199,
59123-375,1240810200008
59073-084,1240810200042
59618-680,
59614-600,
59020-110,1240810200001
59129-230,1240810200053
59050-252,1240810200035
59010-100,1240810200030
59625-690,
59129-630,1240810200053
59110-310,1240810200053
59141-670,1240325100029
59042-050,1240810200045
59080-100,1240810200013
59074-052,1240810200020
59296-054,1241200500008
59298-132,1241200500001
59086-015,1240810200019
59014-420,1240810200002
59625-190,
59124-600,1240810200053
59138-150,1240810200059
59063-100,1240810200022
59064-210,1240810200022
59293-390,1241200500017
59151-130,1240325100021
59074-426,
59067-730,1240810200019
59141-830,1240325100029
59035-260,1240810200045
59080-900,1240810200013
59123-000,1240810200058
59147-590,1240325100017
59160-230,
59143-015,1240325100032
59015-310,1240810200001
59074-032,1240810200048
59122-630,1240810200058
59064-440,1240810200022
59124-030,1240810200053
59139-518,1240810200004
59146-576,1240325100001
59030-350,1240810200035
59025-360,1240810200035
59625-230,
59075-000,1240810200013
59619-620,
59607-544,
59010-090,1240810200030
59400-057,
59025-140,1240810200033
59092-500,1240810200013
59035-550,1240810200045
59151-020,1240325100021
59600-760,
59614-330,
59149-135,1240325100012
59140-710,1240325100009
59127-080,1240810200053
59122-678,1240810200058
59065-620,1240810200021
59122-730,1240810200058
59129-730,1240810200006
59114-266,1240810200005
59056-010,1240810200020
59010-570,1240810200030
59145-204,1240325100025
59618-130,
59631-463,
59114-840,1240810200055
59054-840,1240810200020
59144-132,1240325100020
59015-090,1240810200001
59066-150,1240810200022
59064-600,
59052-300,1240810200051
59020-085,1240810200001
59622-210,
59138-110,1240810200059
59628-375,
59618-720,
59070-360,1240810200041
59600-600,
59114-190,1240810200056
59032-400,1240810200031
59614-430,
59015-450,1240810200001
59114-058,1240810200056
59146-030,1240325100025
59073-260,1240810200042
59146-440,1240325100023
59139-610,1240810200004
59050-125,1240810200046
59139-470,1240810200004
59150-796,1240325100021
59070-710,1240810200041
59112-450,1240810200053
59120-010,1240810200053
59142-794,1240325100003
59086-460,1240810200016
59146-900,1240325100001
59052-350,1240810200045
59031-010,1240810200032
59068-680,1240810200019
59075-240,1240810200010
59056-240,1240810200020
59014-540,1240810200001
59138-250,1240810200059
59124-260,1240810200053
59076-530,1240810200015
59152-665,1240325100021
59037-000,1240810200035
59312-054,
59068-330,1240810200019
59115-180,1240810200055
59020-000,1240810200001
59056-485,1240810200020
59064-330,1240810200022
59088-330,1240810200016
59140-210,1240325100020
59090-509,1240810200013
59147-550,1240325100017
59072-110,1240810200049
59042-030,1240810200045
59042-260,1240810200045
59613-780,
59114-150,1240810200056
59072-320,1240810200049
59146-820,1240325100023
59149-225,1240325100024
59012-350,1240810200001
59037-460,1240810200031
59014-620,1240810200001
59122-241,1240810200008
59078-190,1240810200013
59037-804,1240810200024
59112-700,1240810200053
59133-310,1240810200059
59611-160,
59600-580,
59628-810,
59135-460,1240810200059
59042-090,1240810200046
59054-590,1240810200018
59140-971,1240325100002
59612-012,
59073-165,1240810200042
59631-300,
59136-300,1240810200004
59072-570,1240810200049
59150-570,1240325100021
59616-000,
59020-145,1240810200001
59114-060,1240810200056
59056-590,1240810200020
59615-240,
59155-390,1240325100015
59074-780,1240810200048
59078-370,1240810200013
59040-010,1240810200035
59607-330,
59091-030,1240810200016
59015-400,1240810200001
59152-120,1240325100008
59073-224,1240810200048
59066-390,1240810200019
60830-015,
59106-060,1240810200056
59060-180,1240810200046
59052-040,1240810200046
59015-220,1240810200001
59440-000,
59141-710,1240325100029
59035-157,1240810200041
59104-053,1240810200056
59072-060,1240810200039
59135-390,1240810200059
59032-120,1240810200031
59295-826,1241200500008
59067-530,1240810200019
59090-410,1240810200013
59092-280,1240810200013
59064-380,1240810200022
59052-230,1240810200041
59086-200,1240810200013
59147-060,1240325100019
59090-480,1240810200011
59609-003,
59150-666,1240325100021
59065-410,1240810200021
59158-830,1240325100022
59125-375,1240810200008
59630-480,
59607-070,
59147-160,1240325100033
59088-640,1240810200019
59062-045,1240810200041
59145-580,1240325100025
59141-450,1240325100029
59069-540,1240810200017
59010-120,1240810200030
59290-970,
59142-145,1240325100029
59148-340,1240325100012
59114-600,1240810200055
59626-460,
59139-820,1240810200004
59146-345,1240325100019
59133-097,1240810200007
59074-391,1240810200049
59114-247,1240810200005
59607-056,
59086-620,1240810200016
59156-435,1240325100012
59124-550,1240810200053
59078-200,1240810200013
59094-901,1240810200016
59129-770,1240810200006
59607-565,
59050-060,1240810200045
59625-644,
59070-065,1240810200041
59195-720,
59032-290,1240810200031
49145-480,
59014-227,1240810200002
59155-565,1240325100018
59064-585,1240810200022
59040-110,1240810200035
59125-120,
59143-275,1240325100032
59127-570,1240810200053
59104-120,1240810200053
59618-190,
59114-066,1240810200056
59070-380,1240810200041
59072-314,1240810200049
59074-320,1240810200049
59114-253,1240810200005
59031-630,1240810200032
59247-000,
59157-220,1240325100005
59082-280,1240810200013
59072-590,1240810200041
59073-136,1240810200042
59150-310,1240325100021
59124-340,1240810200053
59147-120,1240325100017
59050-240,1240810200046
59124-170,1240810200053
59140-345,1240325100004
59115-561,1240810200005
59619-400,
59604-410,
59132-460,1240810200059
59131-000,1240810200059
59152-655,1240325100021
59146-395,1240325100023
59600-750,
59139-520,1240810200004
59135-250,1240810200059
59626-032,
59072-870,1240810200041
59297-093,1241200500001
59158-266,1240325100028
59607-200,
59621-160,
59124-420,1240810200053
59088-160,1240810200016
59142-260,1240325100003
59139-310,1240810200004
59035-180,1240810200045
59022-200,1240810200032
59135-280,1240810200059
59072-105,1240810200049
59142-240,1240325100030
59124-405,1240810200053
59297-565,1241200500001
59090-522,1240810200013
