cep,longitude,latitude
59619-190,-37.34907222609173,-5.1760773027394285
59291-153,-35.31078104818039,-5.758825478111316
59297-099,-35.306109999999926,-5.7883299999999736
59621-550,-37.33697987254139,-5.163407908905752
59151-485,-35.20261992011342,-5.8873999658447635
59622-120,-37.34421999999995,-5.177889999999934
59293-171,-35.32882999999997,-5.7931899999999805
59612-119,-37.36780551037194,-5.176273738039306
13218-790,-46.80911037586238,-23.18830634930903
59146-750,-35.26197664818558,-5.890685642561017
49090-190,-37.09059989875675,-10.893716195629002
59604-350,-37.358625782062894,-5.2047910356736935
58058-840,-34.83003945295881,-7.1708651689691125
59148-683,-35.238778641906904,-5.881265860721992
59150-540,-35.21348999999998,-5.876139999999964
12238-320,-45.9263494445998,-23.25257796210137
59625-501,-37.317429999999945,-5.197219999999959
59295-853,-35.28409993987722,-5.770054955859692
59633-837,-37.32249925527682,-5.231586835832425
59152-825,-35.21258352933719,-5.889917747283302
59152-135,-35.19244132341547,-5.893940567494703
59152-130,-35.21348999999998,-5.876139999999964
62990-000,-38.154019999999946,-5.721469999999954
59621-402,-37.343582567140615,-5.16389576870566
59297-336,-35.306109999999926,-5.7883299999999736
59297-496,-35.3069298636427,-5.7875038832018415
59148-285,-35.23851412457347,-5.893722288710244
50920-650,-34.958345132534554,-8.086851568872797
59600-195,-37.345363728343095,-5.193130558524574
58200-000,-35.48565999999994,-6.850979999999938
59147-450,-35.21348999999998,-5.876139999999964
59625-395,-37.319834934230826,-5.1990049449722315
58085-300,-34.89006767634555,-7.143482484108943
59144-273,-35.28141546858448,-5.937981766251923
59626-330,-37.30998396407047,-5.201470594514691
59146-275,-35.26148999999997,-5.9053299999999345
59628-310,-37.32546796999871,-5.214829632232701
59615-200,-37.355319888962114,-5.151969958167506
59293-042,-35.299999999999955,-5.816669999999932
59148-185,-35.24185999999997,-5.884849999999973
59156-203,-35.25253490789446,-5.940024969605736
59146-560,-35.26250493026454,-5.8977449736081775
59156-210,-35.25137926808165,-5.93968035454354
59628-100,-37.33020759427362,-5.211413028260004
59633-140,-37.32906015594335,-5.22254638765759
59156-219,-35.24995705356221,-5.940429809629737
59607-035,-37.35288490418013,-5.18370495419191
59150-050,-35.217280251105386,-5.872622795461848
59295-880,-35.282080393673475,-5.770175613408719
59633-650,-37.33194999999995,-5.232119999999952
59628-507,-37.32594999999998,-5.2224299999999735
69301-900,-60.67217999999997,2.8204400000000764
59148-673,-35.23836539111263,-5.8804429522950254
59628-380,-37.32403798044694,-5.213763192319405
59625-646,-37.31570473409308,-5.198052215920245
59157-170,-35.26119999999997,-5.905429999999968
59628-120,-37.32947990639576,-5.211404943937161
59355-970,-36.71493266325079,-6.94703440762661
51010-220,-34.8809263614854,-8.088902126976727
59298-709,-35.32882999999997,-5.7931899999999805
59609-011,-37.376490140236285,-5.18860005534048
59148-723,-35.241033365162366,-5.883547698765468
58052-060,-34.84382142138526,-7.150741256337372
59296-410,-35.285015761421626,-5.7720239301926695
59144-848,-35.26119999999997,-5.905429999999968
59145-765,-35.276881958209174,-5.9101598577637064
22641-004,-43.30168000576165,-22.98750000679283
59607-052,-37.36955728745828,-5.1977735449981335
62970-000,-38.27187999999995,-5.521879999999953
59290-081,-35.28801491730289,-5.787044947867769
59158-765,-35.22486772314147,-5.9176498495821015
59607-435,-37.35475680854454,-5.186385446082798
59296-886,-35.32882999999997,-5.7931899999999805
59144-320,-35.28106355814121,-5.943232858721948
55155-160,-36.41544991937255,-8.334429961784942
59618-654,-37.33858465920867,-5.1744061804419665
59291-195,-35.330865407297296,-5.785440835240263
59607-110,-37.35887343960012,-5.186515446668751
63200-000,-39.14615999999995,-7.249619999999938
59142-684,-35.26119999999997,-5.905429999999968
59155-220,-35.25333994778495,-5.925914957619227
59627-570,-37.32407999999997,-5.202199999999948
59161-550,-35.13336195158141,-5.9705320287735795
59626-660,-37.308479999999975,-5.190599999999961
58233-000,-35.74144999999993,-6.533049999999946
59631-130,-37.3415796732248,-5.210365581838798
59631-135,-37.3415796732248,-5.210365581838798
59157-260,-35.26119999999997,-5.905429999999968
59293-396,-35.28012169245569,-5.7652224242939125
59145-430,-35.28292431718869,-5.92009230097149
59144-747,-35.29100021707036,-5.941281721353874
59290-237,-35.299999999999955,-5.749999999999943
59628-070,-37.33086543545161,-5.2113243411423085
59148-090,-35.24202405923195,-5.886244077019384
59604-442,-37.35520351202745,-5.191752816696025
59151-665,-35.19680392586082,-5.886854887445584
59615-390,-37.35626938702261,-5.150951280366049
59612-780,-37.35825992531993,-5.163554942777168
59640-250,-37.33610999999996,-5.091389999999934
59560-970,-35.65765997022497,-5.621809150801184
59603-150,-37.35214779496117,-5.188359423987287
57690-000,-36.023189999999936,-9.506799999999943
59296-611,-35.267958144667396,-5.771548513891887
22730-500,-43.41670993408967,-22.91145996791845
59614-510,-37.36329007265703,-5.1513996695614415
58040-540,-34.86020955393801,-7.1300598742202
59295-829,-35.27661567836304,-5.737687000504513
59150-140,-35.212977674204005,-5.8738888214326845
59146-830,-35.26725994202647,-5.8955599581336395
59604-434,-37.36345989041192,-5.2067899728225475
59295-129,-35.264404898166845,-5.740984964995171
59142-512,-35.29166490085966,-5.932134958418146
59628-270,-37.32863119073875,-5.2157591082222625
59535-970,-36.24346655582524,-5.697734464294436
59628-388,-37.32911990365439,-5.210489954431772
59296-343,-35.26162092621235,-5.772512440249941
59291-174,-35.330985232549466,-5.7824655244843575
59155-780,-35.249340161103795,-5.930783029989255
05346-000,-46.73612493404006,-23.547339955599675
59156-340,-35.25652989058594,-5.942444950781036
59145-435,-35.28188595417058,-5.91759245039836
68637-000,-47.50535999999993,-2.5587699999999245
59161-830,-35.13743746255064,-5.971259763605138
58893-000,-37.353879999999954,-6.212269999999932
60120-020,-38.50428200638849,-3.730799754015206
59152-901,-35.19427203625495,-5.896070862728182
59607-205,-37.352423015053134,-5.192438955264403
95702-602,-51.50589427552554,-29.187910448635396
59298-694,-35.32882999999997,-5.7931899999999805
59614-630,-37.363724921220815,-5.1483975814529765
59145-790,-35.27650061363235,-5.907773626107953
59633-764,-37.3214585412363,-5.240455820214863
59161-545,-35.13318149057713,-5.9718321350209935
59296-021,-35.28056491412249,-5.753049960244937
59140-225,-35.26102537923959,-5.915560225870452
21311-000,-43.33478739441695,-22.884106196684108
59150-510,-35.22045885730683,-5.873507584332062
59608-007,-37.37496999999996,-5.193239999999946
59626-390,-37.309184377298216,-5.200272200708692
59600-775,-37.36780551037194,-5.176273738039306
59293-384,-35.31218859150119,-5.755457456313278
59297-470,-35.306926120042256,-5.790266450781129
59298-248,-35.32882999999997,-5.7931899999999805
59155-510,-35.24386484469708,-5.925827525909072
59141-250,-35.27797375743103,-5.917156599867967
59144-146,-35.277274798046186,-5.9438920988665975
59294-438,-35.31078104818039,-5.758825478111316
59152-693,-35.2047999274008,-5.894829957231338
59156-240,-35.26119999999997,-5.905429999999968
59141-500,-35.27808990575284,-5.927559968981682
59149-390,-35.262779999999964,-5.915559999999973
59161-620,-35.12450775280675,-5.9814514881294585
59645-164,-37.28527348456179,-5.213929740754508
59146-350,-35.26148999999997,-5.9053299999999345
59295-174,-35.30633551475332,-5.786838432211219
59144-188,-35.276069908997066,-5.9504049718149075
59290-065,-35.30633551475332,-5.786838432211219
59570-974,-35.297813130284894,-5.6428166179007775
59161-487,-35.12519204472949,-5.9769408065215135
58396-000,-35.76138999999995,-6.83153999999996
59296-653,-35.269749944924065,-5.7751486876921225
59293-099,-35.32882999999997,-5.7931899999999805
59141-800,-35.28034488916414,-5.923109953721571
59144-154,-35.26119999999997,-5.905429999999968
59150-835,-35.21044492964188,-5.881294943802666
59619-255,-37.346169951998704,-5.175919968251101
59291-192,-35.331127058107384,-5.784093147414132
11080-310,-46.353299488377544,-23.942997064591182
59293-318,-35.32882999999997,-5.7931899999999805
59621-620,-37.33857493603711,-5.16351592986554
53370-192,-34.86455697064607,-7.991863009704348
58187-000,-36.34970999999996,-6.508909999999957
89140-000,-49.54237999999998,-27.04461999999995
59156-246,-35.24626415633147,-5.939630450536357
59626-212,-37.29956124184081,-5.207721639062405
59151-040,-35.20739767266854,-5.880556077233205
59292-678,-35.296379930943424,-5.764369950985709
59299-991,-40.412973320387394,-20.328796484730226
59615-441,-37.35263537970264,-5.150713644159096
59155-470,-35.250219967173145,-5.923849432269617
59152-790,-35.211058991919984,-5.891014136528777
59150-162,-35.21164492480999,-5.8739899685019585
59625-486,-37.323893324481155,-5.199915418950798
59633-060,-37.32825989501643,-5.220504745013163
59298-078,-35.306109999999926,-5.7883299999999736
59292-526,-35.36666999999993,-5.733329999999968
59140-315,-35.26126491150879,-5.9219699729802
59612-063,-37.34421999999995,-5.1878399999999365
59150-640,-35.21735991594258,-5.879129961076722
59621-375,-37.336889999999975,-5.172079999999937
70675-709,-47.928134914454134,-15.785569937799867
58037-428,-34.838674918207644,-7.082399959714338
59150-045,-35.20677782391643,-5.8814183674490526
59614-680,-37.36186280915697,-5.150285373075495
59621-270,-37.33938270374081,-5.164152570462206
59612-230,-37.35704995568703,-5.174609960603809
59151-425,-35.1978173866695,-5.891028213509142
59628-372,-37.32546796999871,-5.214829632232701
59625-523,-37.31581991879075,-5.19520494630337
59294-405,-35.31078104818039,-5.758825478111316
59152-505,-35.205314357491346,-5.891440547929558
59604-050,-37.35877999999997,-5.205119999999964
89150-000,-49.62230999999997,-27.045369999999927
59297-240,-35.306109999999926,-5.7883299999999736
59140-130,-35.25877740888667,-5.916136628350098
59640-262,-37.33610999999996,-5.091389999999934
59633-815,-37.325351247844665,-5.232221587954934
59147-400,-35.273731439998755,-5.896358704837216
59150-470,-35.21695404472224,-5.875104232788882
59154-240,-35.20883992091234,-5.911169974557673
59635-000,-37.353566473545605,-5.230299255719865
59158-233,-35.20459300370962,-5.9252742281444295
59140-495,-35.262697310042284,-5.932633383110549
13480-645,-47.41152834780578,-22.57787086441441
59146-580,-35.263869923196665,-5.896039947818984
59643-258,-37.365309999999965,-5.219479999999977
59620-325,-37.35029846945484,-5.1407475533546565
59148-338,-35.23392743549052,-5.894241973304641
59144-182,-35.276734777233294,-5.9490318712857855
59161-170,-35.26119999999997,-5.905429999999968
59156-305,-35.25530473386175,-5.942272865250666
59155-730,-35.240731557253326,-5.931829332547562
59612-290,-37.361493396054726,-5.170051920666364
59600-260,-37.34742612310678,-5.195164784002007
59155-550,-35.24925490154385,-5.9254249725143575
59151-466,-35.20224491376535,-5.88762994431314
59151-038,-35.207693310278266,-5.879818000500988
59141-435,-35.278235212580384,-5.9248478198189245
59630-640,-37.31030301162863,-5.1886073935039745
59297-648,-35.306109999999926,-5.7883299999999736
59150-446,-35.20267184856145,-5.892591212618822
59646-800,-37.30032560153109,-5.204067770699028
59600-080,-37.339780666041975,-5.190062799877982
59147-560,-35.27268468900277,-5.901635116274886
59615-498,-37.21527999999995,-5.417219999999928
59156-788,-35.258064952333484,-5.947419966546555
59615-095,-37.350469910237216,-5.156179957630194
59633-800,-37.326713512200996,-5.229786067472173
59632-195,-37.33194999999995,-5.232119999999952
59631-527,-37.3454760124885,-5.2182586689769295
59628-830,-37.31678991453572,-5.230579972374528
59297-687,-35.306109999999926,-5.7883299999999736
59631-140,-37.34276991679462,-5.211049970337676
59295-617,-35.32882999999997,-5.7931899999999805
59615-035,-37.355319888962114,-5.151969958167506
59291-562,-35.33442659713944,-5.78932001966079
59612-490,-37.357879931739475,-5.165809968097982
59156-835,-35.25445490854534,-5.9561599655804045
59159-545,-35.20332990922189,-5.9209349546213375
59158-185,-35.26119999999997,-5.905429999999968
59144-360,-35.27997598499597,-5.9499716563634095
59291-793,-35.33420494540324,-5.79500496890163
59600-540,-37.35578999999996,-5.209789999999941
59628-300,-37.327254930197846,-5.215659954219902
59296-271,-35.269791325554266,-5.775380368070563
59604-220,-37.35709938484665,-5.2018652214675685
59144-802,-35.26119999999997,-5.905429999999968
59145-570,-35.27961490921658,-5.908789954105764
59149-346,-35.242311132413626,-5.883844337074523
59298-820,-35.32882999999997,-5.7931899999999805
59151-725,-35.1980623427126,-5.889639713841201
59296-000,-35.27966719527637,-5.767992020166138
59161-050,-35.26119999999997,-5.905429999999968
59291-204,-35.33068364409832,-5.785077105377347
59628-573,-37.30982048050743,-5.233515756298212
59613-560,-37.35284503619779,-5.156935610205863
62965-000,-38.27216999999996,-5.270539999999926
59296-665,-35.27216977757228,-5.775564442876301
58057-000,-34.84213157059079,-7.180241495385448
59158-198,-35.206684891696405,-5.923624958807423
59294-456,-35.270469917576044,-5.752809965402262
59297-366,-35.306109999999926,-5.7883299999999736
59146-310,-35.265726337815146,-5.904964250818182
59616-230,-37.34224990352162,-5.171024957751398
59603-000,-37.353389999999926,-5.190999999999974
58397-000,-35.698459999999955,-6.965309999999932
59161-043,-35.15526707548388,-5.9516668537304165
59144-768,-35.290769794160035,-5.944605395640049
59146-270,-35.265299957188354,-5.906679961739657
59160-640,-35.16326094628577,-5.952342277176148
59620-355,-37.35060490078787,-5.141299942108474
59291-147,-35.30068990555624,-5.770144956545041
59297-162,-35.306109999999926,-5.7883299999999736
59631-555,-37.33879588884193,-5.221896332457592
59615-560,-37.362454942130704,-5.14936995466676
59611-455,-37.351099368213674,-5.178105033238436
59292-590,-35.36666999999993,-5.733329999999968
59158-900,-35.226019972574896,-5.924929979222328
59612-320,-37.35597999999993,-5.169649999999934
59609-014,-37.383935801812186,-5.193096882739203
59144-605,-35.2859393632415,-5.944659936328376
59150-758,-35.2113292913764,-5.880388005994678
59291-700,-35.32882999999997,-5.7931899999999805
59291-754,-35.32882999999997,-5.7931899999999805
59298-598,-35.32882999999997,-5.7931899999999805
59622-760,-37.34421999999995,-5.177889999999934
59290-737,-35.327916369220645,-5.782718440060799
59296-880,-35.25226991402556,-5.778274962575304
59158-770,-35.2261749120551,-5.915929973551968
59298-721,-35.27998014952722,-5.780486593444944
71906-500,-48.040808775615126,-15.820545544631068
59151-904,-35.19445992782454,-5.915214955301592
56700-000,-37.27428999999995,-7.469769999999926
59140-050,-35.259535063637024,-5.908141679897424
59632-142,-37.33194999999995,-5.232119999999952
59634-061,-37.328024832647024,-5.2384453555739485
59603-430,-37.36537999999996,-5.179089999999974
59640-246,-37.33610999999996,-5.091389999999934
59293-498,-35.280245617547116,-5.73497700593079
59296-238,-35.27947531031157,-5.776906742445452
05772-090,-46.758674935791035,-23.6367549554616
54400-390,-34.91298261892176,-8.154103985650629
59148-240,-35.24185999999997,-5.884849999999973
59609-007,-37.38122148594115,-5.1931772736458415
21750-000,-43.398673819440354,-22.885696911990625
84046-370,-50.17062177333492,-25.148911317556035
59630-855,-37.309184377298216,-5.200272200708692
59612-350,-37.35568018027792,-5.16405618944449
59156-490,-35.289402519183966,-5.922020899552026
59158-234,-35.204147834279595,-5.925356798692664
31235-000,-43.95077446428816,-19.893319113404946
59621-526,-37.34421999999995,-5.177889999999934
59611-130,-37.34817688216104,-5.181914946024795
59144-094,-35.26119999999997,-5.905429999999968
59296-542,-35.275175372455244,-5.772244148643957
59151-795,-35.19814993496897,-5.892524954812847
59144-560,-35.27144569272446,-5.922078014181155
59613-610,-37.3519749228619,-5.155599950885218
59643-262,-37.365309999999965,-5.219479999999977
59146-356,-35.267354908989454,-5.90274997563229
59140-260,-35.261095869466466,-5.914882227590861
59645-168,-37.28557818538963,-5.212523774297937
59616-554,-37.357639999999954,-5.1520699999999815
59625-502,-37.31716039581564,-5.194620548670893
59141-550,-35.276584893128174,-5.928119963932836
46490-000,-42.71531999999996,-13.773739999999973
59632-310,-37.33642039548752,-5.230435751398828
59160-780,-35.26119999999997,-5.905429999999968
59152-723,-35.207674920189966,-5.8919549644421565
59141-590,-35.27341538638006,-5.9257759642960846
08473-280,-46.39650485727945,-23.573875743442184
59610-190,-37.34059633069582,-5.188529061520634
59613-625,-37.3543141908304,-5.156520542025203
59297-448,-35.306109999999926,-5.7883299999999736
63165-000,-39.67990999999995,-7.092899999999927
59149-562,-35.26119999999997,-5.905429999999968
59625-601,-37.31990068169922,-5.200231986082283
59161-030,-35.152570451843424,-5.9517151238423525
59293-624,-35.26472990646248,-5.752884962480928
59290-719,-35.292154906919286,-5.758669963459795
57052-827,-35.735775091367344,-9.620393576007377
59612-600,-37.35915757016826,-5.16907343013047
59628-508,-37.32594999999998,-5.2224299999999735
59146-300,-35.26532111461236,-5.9034668564999695
59155-645,-35.24059331630449,-5.930043347272643
59142-514,-35.26119999999997,-5.905429999999968
59615-355,-37.35653492964643,-5.14887496137473
59149-400,-35.24946645599732,-5.879048432921515
21921-525,-43.178607435452136,-22.808361645431656
59614-330,-37.366329895968704,-5.150514964550041
59141-605,-35.274021484231895,-5.92454512576231
58180-000,-36.47290999999996,-6.755249999999932
59149-586,-35.26119999999997,-5.905429999999968
59612-205,-37.359778580099295,-5.174634607137045
91740-310,-51.22796760012946,-30.10333058489428
59612-207,-37.35394477374814,-5.180650117395595
59343-970,-36.771046022133824,-6.585626868623595
59296-147,-35.295417652279745,-5.762502601003567
59298-184,-35.32882999999997,-5.7931899999999805
59620-390,-37.346349999999966,-5.141269999999963
59298-846,-35.32882999999997,-5.7931899999999805
59621-320,-37.34421999999995,-5.177889999999934
59605-259,-37.353389999999926,-5.190999999999974
59607-527,-37.36971200253796,-5.1846942862848
59153-350,-35.19273858527481,-5.914132431530081
59618-590,-37.33999747381124,-5.183691614849054
59614-485,-37.361444922798064,-5.152909946699118
59296-033,-35.27989015045775,-5.7681502235055575
59296-430,-44.13719130054954,-19.943755472925385
59150-646,-35.2186399163765,-5.8805449520612845
13930-000,-46.70164999999997,-22.614109999999986
59616-360,-37.357639999999954,-5.1520699999999815
59607-790,-37.367549923885406,-5.2012649575254235
59614-720,-37.36108448776629,-5.151101824908978
59143-025,-35.280777808659394,-5.931929293127848
06226-230,-46.77647176902147,-23.507234690206445
59151-160,-35.210124189530625,-5.881945501204232
59074-143,-35.251119999999965,-5.829109999999957
59614-400,-37.35597999999993,-5.169649999999934
59615-380,-37.357639999999954,-5.1520699999999815
59153-030,-35.206106568769506,-5.895721755288791
59299-000,-35.44721999999996,-5.816669999999932
30411-135,-43.96039425695852,-19.92380822451044
59600-302,-37.35033994882849,-5.198344953916192
59621-390,-37.334092190498794,-5.173318332920199
59144-630,-35.26119999999997,-5.905429999999968
59632-136,-37.34277204887969,-5.231504133435192
59152-660,-35.20115574117372,-5.898515935805018
59607-430,-37.356106383372335,-5.182696098141241
59144-046,-35.27567989904232,-5.939394964808322
59291-162,-35.292154906919286,-5.758669963459795
58380-000,-35.60777999999993,-7.289009999999963
59615-361,-37.355444905047975,-5.144559957620019
59634-096,-37.32280287890478,-5.241230327737358
48770-000,-39.00062999999994,-11.491079999999954
59612-095,-37.364444749119045,-5.172465934734301
59297-801,-35.306109999999926,-5.7883299999999736
05159-340,-46.754294930377185,-23.48765994584545
70714-900,-47.88311998726945,-15.788710008276947
27700-000,-43.662439999999954,-22.40537999999998
59155-412,-35.250980881629545,-5.922097520373956
59149-604,-35.21197829712963,-5.892716192029134
59605-060,-37.35840118600875,-5.194207903704531
76821-096,-63.89104352243126,-8.734134697710687
59626-040,-37.30084028694335,-5.205559224651867
36240-000,-43.55190999999997,-21.456749999999946
03069-030,-46.56525833554449,-23.534904643859853
59149-594,-35.19244132341547,-5.893940567494703
59140-327,-35.259094920595686,-5.922779958193551
59294-435,-35.32882999999997,-5.7931899999999805
59293-855,-35.32882999999997,-5.7931899999999805
59612-110,-37.36319992568493,-5.176159942139017
59296-102,-35.28069302615525,-5.772707574038249
59611-190,-37.346185898432964,-5.180386234771992
59144-092,-35.277199671309376,-5.936754326304097
59148-720,-35.240170548753795,-5.883144494462466
58035-100,-34.84018559554738,-7.069842398633687
59643-246,-37.365309999999965,-5.219479999999977
59619-280,-37.35069492242796,-5.1733299601698866
59607-003,-37.36800992273167,-5.197354967332147
59296-802,-35.274189931933854,-5.7680799489692225
59157-380,-35.26119999999997,-5.905429999999968
59157-356,-35.26119999999997,-5.905429999999968
59150-995,-35.26302702183372,-5.931110837243978
59612-510,-37.35813493484158,-5.16644497587803
59604-250,-37.35670821832544,-5.203977315093301
59632-200,-37.33194999999995,-5.232119999999952
59615-160,-37.352654904756996,-5.153784954526365
59633-310,-37.32965291713673,-5.224616140594273
59633-855,-37.33194999999995,-5.232119999999952
59640-278,-37.33610999999996,-5.091389999999934
59614-670,-37.3621136673772,-5.149931973935602
85760-000,-53.80314999999996,-25.679809999999968
59144-800,-35.26119999999997,-5.905429999999968
59607-610,-37.37037491862215,-5.1913999604021175
58410-160,-35.873736944282406,-7.233058731294392
59157-406,-35.26119999999997,-5.905429999999968
59149-290,-35.24359493760559,-5.883464976625263
59150-672,-35.21602706715181,-5.883547095617037
59622-070,-37.3398061102384,-5.156724155385935
59625-574,-37.31098270802113,-5.204159782718587
59296-862,-35.29902744553663,-5.790034850436728
58032-010,-34.84091489801226,-7.11905995249704
59293-864,-35.32882999999997,-5.7931899999999805
59154-275,-35.210359895234156,-5.915114959196707
59161-710,-35.130915025438235,-5.974593205746879
52190-000,-34.925823806552266,-8.008049435183278
59625-061,-37.33512519322128,-5.199990090338432
59290-285,-35.299999999999955,-5.749999999999943
59291-703,-35.336239847908224,-5.790229970782595
59293-834,-35.32882999999997,-5.7931899999999805
59296-259,-35.3380054871489,-5.773706218473753
59150-596,-35.21846053727119,-5.877928390473848
59146-400,-35.2582274906774,-5.903280506919487
90200-310,-51.18017910353017,-29.98759100992137
59296-226,-35.28079965897681,-5.776576543396543
59150-423,-35.214919171933644,-5.876382163205402
59146-363,-35.26688992291079,-5.901964947535639
59150-765,-35.21141991261925,-5.88734495960518
22793-100,-43.37918403365132,-22.98807127375698
06186-010,-46.81019421793354,-23.534378430642985
59631-425,-37.33425586521026,-5.219277417723983
59621-425,-37.34278899899145,-5.164829368647584
59298-312,-35.32882999999997,-5.7931899999999805
59615-240,-37.35573928781357,-5.151675389918379
59612-065,-37.36490366852699,-5.181875401102556
59619-230,-37.35099491074261,-5.17120994635448
06602-150,-46.898459467021176,-23.53380028008129
59291-571,-35.32882999999997,-5.7931899999999805
59290-205,-35.31078104818039,-5.758825478111316
59144-035,-35.26119999999997,-5.905429999999968
59296-268,-35.27986494138831,-5.775944961130597
75819-000,-51.40405999999996,-19.18176999999997
59141-380,-35.27799489688036,-5.922649954875298
59151-908,-35.19714589082783,-5.890272261058548
59625-720,-37.32823992954951,-5.206169963444665
59600-230,-37.34671300193998,-5.193059516152499
59290-241,-35.299999999999955,-5.749999999999943
59295-480,-35.29135992531263,-5.757629957868545
58704-000,-37.28463917329224,-7.016101519175353
59296-596,-35.27965992003664,-5.7744199576668525
59156-828,-35.2550898796204,-5.954859974307411
59296-865,-35.25088493025437,-5.777619958751657
59152-700,-35.205739915932405,-5.893794959827233
59144-380,-35.28073162578847,-5.95236563365502
59140-620,-35.263200878440905,-5.927487549835974
59296-572,-35.27277513658447,-5.771760987191754
59148-380,-35.24185999999997,-5.884849999999973
59145-260,-35.28576956729861,-5.910699938382352
59607-210,-37.363801268772505,-5.187191367276755
63620-000,-39.00777999999997,-5.721499999999932
59291-201,-35.275344916281924,-5.74444497271648
59621-445,-37.336889999999975,-5.172079999999937
59140-660,-35.2646509744565,-5.9248691516829695
59615-020,-37.357598615745616,-5.153940812889712
59140-385,-35.264355818701354,-5.931839283890892
59620-380,-37.346349999999966,-5.141269999999963
59628-500,-37.32303748831493,-5.216067593282171
60840-385,-38.48602124073489,-3.834423797671988
59153-345,-35.183329999999955,-5.916669999999954
59149-612,-35.26119999999997,-5.905429999999968
59633-240,-37.33160488648881,-5.224004956066615
54400-620,-34.91962236756957,-8.165535084262212
59614-500,-37.35597999999993,-5.169649999999934
59298-673,-35.28432799071412,-5.7863734159470415
59625-630,-37.31987489261685,-5.197217034310193
59297-777,-35.306109999999926,-5.7883299999999736
59160-720,-35.26119999999997,-5.905429999999968
59265-000,-35.59834989514125,-6.159064949564204
59291-589,-35.3296429235889,-5.791786355262076
59144-375,-35.2821949009235,-5.951829958219007
59157-360,-35.26119999999997,-5.905429999999968
59603-170,-37.354412714011325,-5.1897752136602655
64110-000,-42.575069999999975,-4.752019999999959
59291-000,-35.337036727496745,-5.7708872929921675
59600-070,-37.3380408548154,-5.189511718548969
59616-370,-37.35692978539034,-5.139689615105716
59614-401,-37.36045489430449,-5.156984955611165
59293-102,-35.32882999999997,-5.7931899999999805
59155-170,-35.252581683172046,-5.9285330625577375
01416-000,-46.66441004102325,-23.556899998130703
59628-455,-37.32063095360462,-5.221010763829391
75955-000,-49.98966999999993,-17.140619999999956
59295-123,-35.32882999999997,-5.7931899999999805
55460-000,-35.952099999999966,-8.599079999999956
59296-223,-35.32882999999997,-5.7931899999999805
59290-213,-35.299999999999955,-5.749999999999943
50751-330,-34.917241937532374,-8.063684340008757
59628-646,-37.31187634769878,-5.234328239374968
59612-850,-37.36146562491272,-5.167034381256834
59144-849,-35.26119999999997,-5.905429999999968
59619-270,-37.35045832532567,-5.173961876221839
06786-447,-46.80768492948621,-23.620579956854034
59621-448,-37.328082075268576,-5.163680843059724
59604-348,-37.35495892292453,-5.202351409735484
59626-752,-37.315648897129506,-5.200087659321045
04858-080,-46.70786961470039,-23.769834458632307
20961-030,-43.25558189815156,-22.896308791283666
59296-638,-35.269855834122794,-5.774420018738866
79064-110,-54.58770921406077,-20.553737434207424
58735-000,-37.25297999999998,-7.221559999999952
59615-418,-37.35142133928127,-5.146204477627527
59625-330,-37.32410239168289,-5.208339897594271
59621-645,-37.333329999999926,-5.066669999999932
53210-840,-34.88630811267473,-8.001444683776194
59614-810,-37.35717911941657,-5.154092109612223
59156-845,-35.25385393405911,-5.957916716666835
59142-085,-35.28214490287107,-5.923559957148306
59617-310,-37.37169344047438,-5.1498730509663115
59605-200,-37.3518247002124,-5.194295679929074
59150-688,-35.21508271358725,-5.8823805947066425
68903-230,-51.08905396266967,-0.009821424283973122
59604-438,-37.35578999999996,-5.209789999999941
59293-555,-35.30207488932743,-5.769594957013425
58084-000,-34.90634739631151,-7.162650477848125
59142-823,-35.28924990691675,-5.909379956270279
59296-844,-35.25409990600973,-5.777625559138262
59143-135,-35.27462989803154,-5.93193494525363
59616-110,-37.357639999999954,-5.1520699999999815
59625-607,-37.31760504321686,-5.2011633399219726
59625-748,-37.336706041095894,-5.197619728459946
59293-705,-35.32882999999997,-5.7931899999999805
59607-280,-37.367294904481284,-5.19132496332346
59295-093,-35.32882999999997,-5.7931899999999805
59600-120,-37.34492999999998,-5.190369999999971
59296-859,-35.28062991578162,-5.763904964907049
59628-614,-37.3105250569292,-5.235105204715486
59614-405,-37.35992985216031,-5.155805009488044
59155-250,-35.25479990768004,-5.927249943337992
59144-526,-35.26119999999997,-5.905429999999968
59633-346,-37.329168754198776,-5.219620833861216
59612-123,-37.364444749119045,-5.172465934734301
59293-501,-35.32882999999997,-5.7931899999999805
59144-536,-35.26119999999997,-5.905429999999968
59440-971,-35.94443999999993,-6.09027999999995
59634-088,-37.321630908068684,-5.238955881421089
03960-050,-46.483182176871814,-23.59845144461911
59297-535,-35.306109999999926,-5.7883299999999736
59600-322,-37.34708375165749,-5.199416998762055
59297-207,-35.306109999999926,-5.7883299999999736
59625-530,-37.319056075467245,-5.195718358971966
59619-560,-37.35403494320532,-5.171369956886104
59150-786,-35.210889882971934,-5.8846899708196005
59625-734,-37.31085938354785,-5.205863408143621
59619-705,-37.35060509464636,-5.16632393480892
59626-033,-37.30234990702121,-5.204934952876037
59146-010,-35.272137069246824,-5.910059810526833
59631-420,-37.3352033459761,-5.2187230249151835
04864-240,-46.72065990358622,-23.768334951609532
59607-526,-37.37496999999996,-5.193239999999946
59614-340,-37.36658994451473,-5.150079964729997
59614-060,-37.361039909236624,-5.161559945047627
59616-685,-37.357639999999954,-5.1520699999999815
